City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,hithadhoo,-0.6,73.0833,27.97,71,74,2.36,MV,1691511718
294,st. john's,47.5649,-52.7093,16.82,79,75,7.2,CA,1691511489
295,mezhdurechenskiy,59.6,65.9333,19.82,64,5,1.59,RU,1691511690
296,olyokminsk,60.3736,120.4264,17.11,82,2,1.44,RU,1691511719
297,salekhard,66.53,66.6019,14.96,71,100,2.86,RU,1691511719
298,demre,36.2537,29.9777,30.18,57,0,2.76,TR,1691511719
299,yamada,39.4667,141.95,24.63,97,91,3.9,JP,1691511719
300,vernal,40.4555,-109.5287,21.84,40,0,4.63,US,1691511719
301,ocean shores,46.9737,-124.1563,19.1,92,100,4.12,US,1691511720
302,deori khas,23.4,79.0167,24.12,86,89,3.58,IN,1691511720
303,wulingyuan,29.3494,110.5441,25.32,96,94,0.78,CN,1691511720
304,fortaleza,-3.7227,-38.5247,31.07,55,20,10.8,BR,1691511469
305,jamaame,0.0697,42.745,24.2,80,3,5.5,SO,1691511720
306,drahichyn,52.1874,25.1597,17.91,53,89,2.78,BY,1691511721
307,gorontalo,0.5412,123.0595,23.39,93,9,1.84,ID,1691511721
308,marsh harbour,26.5412,-77.0636,30.41,73,6,5.22,BS,1691511721
309,ta khmau,11.4833,104.95,24.03,100,40,2.57,KH,1691511721
310,tondano,1.3038,124.9112,21.05,93,51,1.8,ID,1691511721
311,minas de marcona,-15.2119,-75.1103,17.62,60,10,5.76,PE,1691511722
312,malanje,-9.5402,16.341,30.47,15,0,1.75,AO,1691511722
313,aasiaat,68.7098,-52.8699,3.85,73,28,2.43,GL,1691511722
314,flying fish cove,-10.4217,105.6791,24.82,88,100,5.14,CX,1691511722
315,harnai,30.1005,67.9374,33.65,33,0,2.31,PK,1691511723
316,lautoka,-17.6167,177.4667,20.92,88,75,1.54,FJ,1691511723
317,miyaly,48.8844,53.7836,31.08,27,79,4.38,KZ,1691511723
318,bridgewater,44.3835,-64.5155,22.6,86,100,7.2,CA,1691511723
319,grantsville,40.5999,-112.4644,24.42,47,40,1.34,US,1691511723
320,hobyo,5.3505,48.5268,24.9,82,58,12.36,SO,1691511724
321,ishim,56.1128,69.4902,19.5,62,79,1.92,RU,1691511724
322,sumusta as sultani,28.9167,30.85,37.41,19,0,5.74,EG,1691511724
323,flin flon,54.7682,-101.865,13.91,82,75,7.2,CA,1691511725
324,mountain home,43.133,-115.6912,19.52,57,0,4.63,US,1691511725
325,mary,37.0,62.5,32.99,18,0,2.46,TM,1691511725
326,leongatha,-38.4833,145.95,4.37,97,3,1.44,AU,1691511725
327,nikolayevsk-on-amure,53.1406,140.73,13.1,93,98,1.49,RU,1691511725
328,trevelin,-43.0858,-71.4639,7.71,79,100,1.6,AR,1691511726
329,vilyuysk,63.7553,121.6247,15.41,53,0,2.76,RU,1691511726
330,al battaliyah,25.4333,49.6333,41.23,23,0,5.32,SA,1691511726
331,novodvinsk,64.4165,40.8122,21.91,58,0,2.37,RU,1691511726
332,palikir - national government center,6.9248,158.1611,23.41,100,100,0.0,FM,1691511726
333,sinop,41.7711,34.8709,22.24,87,60,3.12,TR,1691511727
334,york,40.1254,-77.0,24.64,62,81,7.75,US,1691511727
335,bad doberan,54.1071,11.9005,16.7,82,56,11.26,DE,1691511727
336,forster,-32.1667,152.5167,6.88,99,9,2.43,AU,1691511727
337,yayladagi,35.9025,36.0627,25.07,71,6,4.63,TR,1691511727
338,quiroga,19.6667,-101.5333,22.09,62,2,0.1,MX,1691511631
339,cabedelo,-6.9811,-34.8339,27.37,70,51,5.68,BR,1691511728
340,broome,42.2506,-75.833,19.71,90,72,0.89,US,1691511728
341,katsuren-haebaru,26.3369,127.8719,27.21,100,75,7.72,JP,1691511728
342,port blair,11.6667,92.75,29.02,79,40,5.14,IN,1691511728
343,errachidia,31.9275,-4.4285,41.03,7,40,3.6,MA,1691511728
344,ilha de mocambique,-15.0342,40.7358,24.4,68,16,8.82,MZ,1691511729
345,revda,56.801,59.9303,15.49,95,84,1.71,RU,1691511729
346,mahina,-17.5065,-149.489,22.87,88,40,2.57,PF,1691511729
347,nova olinda do norte,-3.8881,-59.0942,39.55,22,12,2.1,BR,1691511729
348,kolonia town,6.964,158.206,24.0,100,100,0.0,FM,1691511729
349,el granada,37.5027,-122.4694,21.38,83,100,5.14,US,1691511730
350,miyako,39.6367,141.9525,24.46,96,80,3.91,JP,1691511730
351,ardakan,32.31,54.0175,33.72,19,51,2.01,IR,1691511730
352,al hudaydah,14.7978,42.9545,33.38,50,46,6.11,YE,1691511730
353,beyneu,45.3167,55.2,33.2,23,0,2.91,KZ,1691511730
354,ola,59.5833,151.2833,8.57,66,21,4.49,RU,1691511731
355,xianning,29.8833,114.2167,27.19,87,6,1.66,CN,1691511731
356,oodweyne,9.4092,45.064,25.5,47,61,9.72,SO,1691511731
357,arish,31.1316,33.7984,27.53,64,0,4.79,EG,1691511731
358,farsan,32.2569,50.561,24.02,54,83,2.8,IR,1691511731
359,zhezqazghan,47.7833,67.7667,28.78,32,40,3.48,KZ,1691511731
360,orange,33.7,-117.7675,30.17,66,40,1.54,US,1691511732
361,mil'kovo,55.6078,37.7956,24.73,77,96,2.44,RU,1691511732
362,pahrump,36.2083,-115.9839,30.28,16,0,2.24,US,1691511732
363,khon buri,14.5254,102.2459,28.87,100,100,2.62,TH,1691511732
364,san juan,-31.5375,-68.5364,16.36,20,26,0.85,AR,1691511613
365,ryotsu-minato,38.0833,138.4333,28.6,80,100,2.21,JP,1691511733
366,tshabong,-26.05,22.45,17.61,17,1,1.8,BW,1691511733
367,shangzhi,45.2167,127.9667,17.53,97,4,1.59,CN,1691511733
368,takoradi,4.8845,-1.7554,25.76,79,46,6.86,GH,1691511734
369,pangody,65.85,74.4859,15.87,84,56,7.74,RU,1691511734
370,maxixe,-23.8597,35.3472,19.61,70,0,3.99,MZ,1691511734
371,kirakira,-10.4544,161.9205,24.93,89,100,2.88,SB,1691511734
372,aswan,24.0934,32.907,41.71,8,0,2.35,EG,1691511734
373,san clemente,33.427,-117.612,29.5,79,1,1.34,US,1691511644
374,los arabos,22.7281,-80.7214,35.56,42,3,4.82,CU,1691511735
375,ta`u,-14.2336,-169.5144,27.02,73,93,5.29,AS,1691511735
376,nakamura,32.9833,132.9333,26.47,96,100,7.12,JP,1691511735
377,fort mcmurray,56.7268,-111.381,16.77,72,0,3.09,CA,1691511707
378,macau,22.2006,113.5461,31.03,84,20,2.57,MO,1691511735
379,nagqu,31.5,92.0,7.64,84,100,1.1,CN,1691511736
380,altai,46.3722,96.2583,20.94,30,100,3.29,MN,1691511736
381,ternitz,47.7156,16.0357,22.01,57,97,0.97,AT,1691511736
382,kalabo,-14.97,22.6814,26.11,21,4,1.41,ZM,1691511736
383,klyuchi,52.2667,79.1667,20.98,41,29,0.66,RU,1691511736
384,kwidzyn,53.7249,18.9311,17.97,84,99,5.94,PL,1691511736
385,mugia,43.1041,-9.2179,26.62,71,0,4.61,ES,1691511737
386,kalmunai,7.4167,81.8167,28.97,71,99,2.1,LK,1691511737
387,kunming,25.0389,102.7183,17.96,100,75,2.0,CN,1691511737
388,youssoufia,32.2463,-8.5294,35.21,32,65,6.39,MA,1691511737
389,berriane,32.8265,3.7669,40.47,11,0,3.32,DZ,1691511737
390,novyy urgal,51.0736,132.5642,17.36,66,98,1.49,RU,1691511738
391,turpan,42.9333,89.1667,33.12,29,79,4.36,CN,1691511738
392,cabo san lucas,22.8909,-109.9124,35.9,40,0,6.69,MX,1691511712
393,abhar,36.1468,49.218,23.24,49,29,3.08,IR,1691511738
394,aomori,40.8244,140.74,26.64,90,75,1.34,JP,1691511738
395,tsiombe,-25.3,45.4833,20.46,83,6,4.34,MG,1691511739
396,high river,50.5834,-113.8687,20.09,71,93,1.23,CA,1691511739
397,kimbe,-5.5502,150.1429,24.35,81,100,3.88,PG,1691511739
398,ancud,-41.8697,-73.8203,9.06,93,100,2.87,CL,1691511739
399,ivdel',60.6911,60.4206,18.9,73,86,2.49,RU,1691511739
400,king city,36.2127,-121.126,22.32,48,0,0.81,US,1691511666
401,papao,-17.75,-149.55,22.82,78,45,5.04,PF,1691511740
402,san antonio de pale,-1.4014,5.6325,23.46,75,27,5.2,GQ,1691511740
403,coos bay,43.3665,-124.2179,20.73,88,0,1.54,US,1691511740
404,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,74,75,1.54,BR,1691511740
405,vilino,44.8456,33.6716,27.26,61,3,5.24,UA,1691511740
406,solnechnyy,50.7214,136.6319,16.84,47,100,1.31,RU,1691511741
407,bei'an,24.5399,109.533,25.9,90,41,1.43,CN,1691511741
408,quadrivio,45.0297,9.2223,28.07,44,42,2.34,IT,1691511741
409,pohang,36.0322,129.365,24.31,92,89,7.1,KR,1691511741
410,sabha,27.0377,14.4283,37.38,12,0,7.27,LY,1691511742
411,horta,38.5333,-28.6333,24.8,80,40,5.14,PT,1691511703
412,chachapoyas,-6.2317,-77.869,16.23,72,91,2.82,PE,1691511742
413,lincoln city,44.9582,-124.0179,20.38,86,94,1.98,US,1691511515
414,antsiranana,-12.2787,49.2917,22.96,79,9,5.72,MG,1691511742
415,severnoye,56.3491,78.3619,17.24,67,88,1.85,RU,1691511743
416,smithers,54.7804,-127.1743,14.18,88,100,2.06,CA,1691511743
417,xingcheng,40.6167,120.7167,23.09,70,89,1.81,CN,1691511743
418,pacific grove,36.6177,-121.9166,15.01,95,100,5.36,US,1691511660
419,besikduzu,41.052,39.2284,26.94,88,41,1.95,TR,1691511743
420,nemuro,43.3236,145.575,17.4,100,100,2.84,JP,1691511744
421,kidal,18.4411,1.4078,39.78,20,36,3.86,ML,1691511744
422,chipata,-13.6333,32.65,22.17,32,90,2.56,ZM,1691511744
423,mahdia,35.5047,11.0622,28.97,52,0,6.6,TN,1691511744
424,aykhal,66.0,111.5,15.71,62,65,2.87,RU,1691511744
425,alamosa,37.4695,-105.87,19.99,42,0,0.0,US,1691511741
426,morinville,53.8001,-113.652,17.67,90,100,3.09,CA,1691511745
427,domna,51.8971,113.1573,11.09,100,38,1.0,RU,1691511745
428,lubang,13.8584,120.124,28.62,80,98,5.27,PH,1691511745
429,malmberget,67.1753,20.6549,25.31,61,40,5.66,SE,1691511745
430,misratah,32.3754,15.0925,27.26,57,0,8.77,LY,1691511746
431,codrington,-38.2667,141.9667,6.14,84,77,4.82,AU,1691511746
432,huanuco,-9.9329,-76.2415,23.37,51,61,3.54,PE,1691511526
433,sipalay,9.75,122.5,25.61,91,31,1.94,PH,1691511746
434,kikwit,-5.041,18.8162,34.89,24,22,1.54,CD,1691511746
435,sal rei,16.1833,-22.9167,30.11,51,40,6.17,CV,1691511747
436,santa maria,-29.6842,-53.8069,17.61,55,40,9.77,BR,1691511747
437,beloretsk,53.9631,58.3981,14.03,94,47,2.44,RU,1691511624
438,leava,-14.3,-178.1667,27.03,74,45,1.38,WF,1691511747
439,praia da vitoria,38.7333,-27.0667,25.98,73,40,2.63,PT,1691511747
440,morondava,-20.2833,44.2833,22.58,74,22,7.03,MG,1691511748
441,carutapera,-1.195,-46.02,27.81,82,54,4.67,BR,1691511748
442,kapuskasing,49.4169,-82.4331,23.05,64,75,2.06,CA,1691511748
443,mount hagen,-5.8581,144.2274,12.96,96,92,1.32,PG,1691511748
444,weihai,37.5017,122.1136,24.93,89,0,3.37,CN,1691511539
445,mwandiga,-4.83,29.6581,24.87,53,10,2.54,TZ,1691511748
446,twon-brass,4.3151,6.2418,26.49,77,32,6.21,NG,1691511749
447,umm kaddadah,13.6017,26.6876,32.01,39,49,2.09,SD,1691511749
448,lensk,60.7253,114.9278,18.95,80,32,1.63,RU,1691511749
449,lata,40.1629,-8.3327,36.62,47,0,4.4,PT,1691511749
450,viqueque,-8.8673,126.3658,22.63,83,50,2.21,TL,1691511749
451,saint-francois,46.4154,3.9054,25.38,33,0,3.09,FR,1691511750
452,rampura,30.25,75.2333,33.31,46,89,1.1,IN,1691511750
453,new glasgow,45.5834,-62.6486,22.66,54,100,3.63,CA,1691511476
454,tianchang,37.9981,114.0156,24.49,91,0,1.61,CN,1691511750
455,nyurba,63.2842,118.3319,16.49,58,0,2.65,RU,1691511750
456,harnoli,32.2792,71.5539,40.01,27,0,3.23,PK,1691511751
457,myeik,12.4333,98.6,26.38,89,100,4.05,MM,1691511751
458,fisterra,42.9049,-9.2629,26.53,68,0,1.88,ES,1691511751
459,belomorsk,64.5232,34.7668,22.18,67,2,4.34,RU,1691511751
460,mont-dore,-22.2833,166.5833,14.99,69,82,3.12,NC,1691511751
461,aras-asan,8.8908,126.3033,26.72,84,100,1.35,PH,1691511752
462,luanda,-8.8368,13.2343,23.0,78,0,4.63,AO,1691511606
463,dakhla,23.6848,-15.958,25.01,69,0,8.23,EH,1691511752
464,new norfolk,-42.7826,147.0587,4.84,96,61,1.3,AU,1691511752
465,tolanaro,-25.0319,46.9987,20.47,85,7,4.65,MG,1691511752
466,melekeok village,7.4957,134.6367,24.31,94,100,2.06,PW,1691511753
467,lionel town,17.8101,-77.2406,32.94,55,7,4.81,JM,1691511753
468,minden,52.2833,8.9167,18.86,82,72,8.45,DE,1691511498
469,ambalangoda,6.2355,80.0538,26.28,87,69,3.48,LK,1691511753
470,chiredzi,-21.05,31.6667,20.09,27,0,2.57,ZW,1691511753
471,itupiranga,-5.1347,-49.3267,35.18,31,4,1.75,BR,1691511754
472,taoudenni,22.6783,-3.9836,46.7,6,3,9.63,ML,1691511754
473,ma'an,26.9775,110.7211,26.08,88,58,0.7,CN,1691511754
474,eydhafushi,5.1033,73.0708,28.25,75,100,4.98,MV,1691511754
475,irtyshsk,53.3333,75.4572,23.02,38,99,1.16,KZ,1691511754
476,gadzhiyevo,69.2551,33.3362,23.39,67,0,4.6,RU,1691511755
477,nova vicosa,-17.8919,-39.3719,27.1,62,23,4.45,BR,1691511755
478,hammerfest,70.6634,23.6821,24.25,69,0,5.14,NO,1691511755
479,mogocha,53.7333,119.7667,13.11,70,89,0.67,RU,1691511755
480,jalingo,8.8833,11.3667,28.46,69,77,3.12,NG,1691511755
481,new plymouth,-39.0667,174.0833,6.0,74,14,4.19,NZ,1691511493
482,khodzha-maston,38.7446,68.627,23.68,28,43,0.62,TJ,1691511756
483,christchurch,-43.5333,172.6333,2.75,73,11,1.54,NZ,1691511515
484,salinas,36.6777,-121.6555,16.05,86,100,3.09,US,1691511756
485,montecarlo,-26.5662,-54.757,23.23,75,100,2.18,AR,1691511756
486,alesund,62.4723,6.1549,14.86,99,100,5.66,NO,1691511756
487,yigo village,13.5361,144.8886,25.97,93,0,2.57,GU,1691511757
488,fougamou,-1.2154,10.5838,31.54,41,53,1.93,GA,1691511757
489,trenggalek,-8.05,111.7167,22.02,90,67,1.59,ID,1691511757
490,nephi,39.7102,-111.8363,22.63,22,92,2.14,US,1691511516
491,robertsport,6.7533,-11.3686,26.15,83,94,6.6,LR,1691511757
492,metropolis,37.1512,-88.732,24.67,79,0,2.06,US,1691511757
493,huanggang,23.677,116.9996,27.94,80,99,2.88,CN,1691511758
494,kovilpatti,9.1667,77.8667,29.98,56,100,5.77,IN,1691511758
495,sitia,35.2,26.0986,28.88,65,0,5.76,GR,1691511758
496,laurel,39.0993,-76.8483,27.0,61,40,7.2,US,1691511638
497,paphos,34.7667,32.4167,28.88,70,20,5.14,CY,1691511758
498,riachao,-7.3619,-46.6172,36.39,23,3,3.52,BR,1691511759
499,aoulef,26.9667,1.0833,44.52,8,0,7.69,DZ,1691511759
500,muynoq,43.7683,59.0214,27.51,42,0,1.92,UZ,1691511759
501,hankasalmi,62.3833,26.4333,21.17,57,1,5.49,FI,1691511759
502,atmore,31.0238,-87.4939,33.27,70,8,3.95,US,1691511759
503,ati,13.2154,18.3353,31.29,51,61,3.38,TD,1691511759
504,mangrol,21.1167,70.1167,27.07,85,100,8.17,IN,1691511760
505,sisimiut,66.9395,-53.6735,9.1,60,28,2.32,GL,1691511760
506,cockburn town,21.4612,-71.1419,28.7,86,0,7.59,TC,1691511746
507,kaoma,-14.7833,24.8,24.59,21,32,2.62,ZM,1691511760
508,anka,12.1138,5.9243,27.34,70,100,3.24,NG,1691511760
509,shingu,33.7333,135.9833,26.63,93,70,4.23,JP,1691511760
510,babayevo,59.3936,35.9371,21.71,81,97,1.51,RU,1691511761
511,polyarnyy,69.1989,33.4478,22.99,68,0,4.69,RU,1691511761
512,aghajari,30.7006,49.8315,40.12,17,20,4.12,IR,1691511761
513,honefoss,60.168,10.2565,17.84,99,100,1.39,NO,1691511761
514,yuto,-23.6434,-64.4719,25.8,30,0,1.79,AR,1691511761
515,moya,28.0906,-15.5883,22.93,67,4,4.44,ES,1691511762
516,santa maria de palautordera,41.7,2.45,31.06,73,8,4.29,ES,1691511762
517,san antonio oeste,-40.7319,-64.9477,12.73,37,54,9.68,AR,1691511548
518,ar ruways,24.1103,52.7306,34.73,48,3,3.43,AE,1691511762
519,bumba,2.1833,22.4667,26.43,72,42,1.18,CD,1691511762
520,whitburn,54.9533,-1.3686,20.08,57,79,5.07,GB,1691511762
521,bull savanna,17.8868,-77.5902,31.0,58,35,3.69,JM,1691511763
522,luwuk,-0.9516,122.7875,23.95,88,35,1.85,ID,1691511763
523,isfana,39.8386,69.5306,23.31,37,83,1.78,KG,1691511763
524,fort st. john,56.2499,-120.8529,14.94,88,75,1.54,CA,1691511763
525,island harbour,50.724,-1.2758,18.5,93,100,2.68,GB,1691511763
526,tralee,52.2704,-9.7026,21.14,78,75,3.09,IE,1691511764
527,nogliki,51.8333,143.1667,13.58,77,84,2.51,RU,1691511764
528,luganville,-15.5333,167.1667,22.77,90,100,4.73,VU,1691511764
529,luau,-10.7073,22.2247,29.01,19,2,1.71,AO,1691511764
530,salavan,15.7167,106.4167,23.97,94,59,0.34,LA,1691511764
531,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,6.69,EC,1691511765
532,port hedland,-20.3167,118.5667,17.03,82,6,4.12,AU,1691511765
533,urbano santos,-3.2078,-43.4036,36.22,33,10,2.45,BR,1691511765
534,enshi,30.3,109.4833,25.5,93,73,0.09,CN,1691511765
535,carbonear,47.7332,-53.2148,17.08,75,100,5.46,CA,1691511765
536,carentan,49.3031,-1.2481,17.82,73,100,6.0,FR,1691511765
537,guanhaes,-18.775,-42.9325,29.23,22,0,3.62,BR,1691511766
538,navolato,24.7672,-107.6944,33.1,50,1,1.06,MX,1691511766
539,manismata,-2.4667,111.0333,22.98,91,87,1.32,ID,1691511766
540,cesvaine,56.9667,26.3167,15.94,65,79,3.92,LV,1691511766
541,gizo,-8.103,156.8419,25.93,84,99,6.77,SB,1691511766
542,namdrik,5.5994,168.1028,27.43,80,99,5.09,MH,1691511766
543,rosdorf,51.5,9.9,19.25,73,95,6.95,DE,1691511767
544,piracanjuba,-17.3028,-49.0167,31.99,17,0,3.12,BR,1691511695
545,kenai,60.5544,-151.2583,12.83,98,100,2.06,US,1691511767
546,warmbad,-28.45,18.7333,22.44,20,0,2.0,NA,1691511767
547,richmond,37.5538,-77.4603,29.57,58,75,7.2,US,1691511738
548,abepura,-2.6333,140.5833,23.45,83,20,1.03,ID,1691511768
549,goure,13.9835,10.2704,30.96,47,97,2.81,NE,1691511768
550,santo domingo de los colorados,-0.25,-79.15,24.2,79,97,1.39,EC,1691511749
551,sonoita,31.85,-112.8333,31.82,42,1,5.5,MX,1691511768
552,sangkhla buri,15.1555,98.4536,22.74,98,99,0.1,TH,1691511768
553,obo,5.3998,26.4869,20.18,98,100,0.95,CF,1691511769
554,huescar,37.811,-2.5412,33.48,14,65,3.74,ES,1691511769
555,sarmiento,-45.5882,-69.07,11.65,50,42,9.67,AR,1691511769
556,yoloten,37.2989,62.3597,32.54,19,0,4.37,TM,1691511769
557,mossel bay,-34.1831,22.146,13.96,81,100,1.8,ZA,1691511769
558,ojinaga,29.5667,-104.4167,35.32,38,0,0.0,MX,1691511770
559,ovalle,-30.5983,-71.2003,22.81,40,0,1.47,CL,1691511770
560,dan sadau,11.2962,6.4952,26.27,74,100,3.6,NG,1691511770
561,crook,54.7,-1.7333,19.27,58,72,1.79,GB,1691511770
562,buala,-8.145,159.5921,25.58,87,93,3.21,SB,1691511770
563,amloh,30.6084,76.2319,33.84,57,67,1.56,IN,1691511771
564,greymouth,-42.4667,171.2,4.32,86,44,2.08,NZ,1691511771
565,zaragoza,41.6561,-0.8773,34.69,27,0,2.06,ES,1691511764
566,santa barbara,34.7333,-120.0343,20.46,82,40,2.06,US,1691511763
567,umm al quwain city,25.5647,55.5552,38.01,75,9,3.02,AE,1691511771
568,carolina beach,34.0352,-77.8936,32.81,70,35,6.05,US,1691511771
569,essaouira,31.5125,-9.77,27.72,81,20,4.63,MA,1691511772
570,iskandar,41.5539,69.7008,29.47,35,17,3.16,UZ,1691511772
571,paros,37.0833,25.15,29.61,67,20,7.72,GR,1691511772
572,oltinko'l,40.8011,72.1634,28.87,34,8,4.08,UZ,1691511772
573,tabou,4.423,-7.3528,25.38,84,92,5.51,CI,1691511772
574,tamandare,-8.7597,-35.1047,25.32,83,77,5.22,BR,1691511773
575,khromtau,50.2503,58.4347,22.23,58,56,4.61,KZ,1691511773
576,wenchang,30.904,118.4887,24.81,87,1,1.08,CN,1691511773
577,usinsk,65.9939,57.5281,16.86,64,75,4.14,RU,1691511773
578,taksimo,56.3444,114.8794,19.03,56,61,0.26,RU,1691511773
579,qarqaraly,49.4058,75.4742,16.03,84,100,2.94,KZ,1691511774
580,akrehamn,59.2667,5.1833,11.14,87,75,13.89,NO,1691511774
581,mildura,-34.2,142.15,9.3,73,4,2.95,AU,1691511774
582,sainte catherine de la jacques cartier,46.8524,-71.6206,16.34,96,100,8.23,CA,1691511774
583,sparti,37.0733,22.4297,29.42,42,1,2.95,GR,1691511774
584,newman,37.3138,-121.0208,27.91,66,0,0.89,US,1691511775
585,guanica,17.9716,-66.908,32.94,69,15,5.42,PR,1691511775
586,murun-kuren,49.6342,100.1625,16.09,85,100,0.13,MN,1691511775
587,al manshah,26.4769,31.8035,41.4,14,2,8.2,EG,1691511775
